9.000   0
10.000	241.987
11.000	979.787
12.000	2569.964
13.000	5092.185
14.000	8359.445
15.000	12040.751
16.000	15787.158
17.000	19307.421
18.000	22396.700
19.000	24935.866
20.000	26876.676
21.000	28222.789
22.000	29011.979
23.000	29301.764
24.000	29158.868
25.000	28652.029
26.000	27847.451
27.000	26806.133
28.000	25582.505
29.000	24223.892
30.000	22770.503
31.000	21255.707
32.000	19706.477
33.000	18143.895
34.000	16583.664
35.000	15036.618
36.000	13509.179
37.000	12003.787
38.000	10519.282
39.000	9051.244
40.000	7592.296
41.000	6132.372
42.000	4658.953
43.000	3157.279
44.000	1610.532
45.000	0.000
46.000	0.000
47.000	0.000
48.000	0.000
49.000	0.000
50.000	0.000
51.000	0.000
52.000	0.000
53.000	0.000
54.000	0.000
55.000	0.000
56.000	0.000
57.000	0.000
58.000	0.000
59.000	0.000
60.000	0.000
61.000	0.000
62.000	0.000
63.000	0.000
64.000	0.000
65.000	0.000
66.000	0.000
67.000	0.000
68.000	0.000
69.000	0.000
70.000	0.000
