1.000000000E+00	0.000000000E+00
2.000000000E+00	0.000000000E+00
3.000000000E+00	0.000000000E+00
4.000000000E+00	0.000000000E+00
5.000000000E+00	1.496340000E-80
6.000000000E+00	1.583900000E-46
7.000000000E+00	1.255870000E-28
8.000000000E+00	3.447590000E-18
9.000000000E+00	9.981070000E-12
1.000000000E+01	1.091970000E-06
1.100000000E+01	4.472820000E-05
1.200000000E+01	5.145980000E-03
1.300000000E+01	9.832840000E-02
1.400000000E+01	1.393440000E+00
1.500000000E+01	1.047090000E+01
1.600000000E+01	5.140670000E+01
1.700000000E+01	1.810970000E+02
1.800000000E+01	4.956050000E+02
1.900000000E+01	1.121540000E+03
2.000000000E+01	2.182890000E+03
2.100000000E+01	3.760080000E+03
2.200000000E+01	5.908180000E+03
2.300000000E+01	8.587120000E+03
2.400000000E+01	1.169510000E+04
2.500000000E+01	1.510840000E+04
2.600000000E+01	1.868390000E+04
2.700000000E+01	2.232060000E+04
2.800000000E+01	2.592520000E+04
2.900000000E+01	2.936560000E+04
3.000000000E+01	3.246880000E+04
3.100000000E+01	3.531900000E+04
3.200000000E+01	3.781470000E+04
3.300000000E+01	3.998860000E+04
3.400000000E+01	4.179290000E+04
3.500000000E+01	4.327000000E+04
3.600000000E+01	4.442300000E+04
3.700000000E+01	4.527260000E+04
3.800000000E+01	4.586700000E+04
3.900000000E+01	4.624210000E+04
4.000000000E+01	4.639790000E+04
4.100000000E+01	4.636350000E+04
4.200000000E+01	4.613900000E+04
4.300000000E+01	4.581560000E+04
4.400000000E+01	4.536670000E+04
4.500000000E+01	4.536670000E+04
4.600000000E+01	4.416240000E+04
4.700000000E+01	4.344280000E+04
4.800000000E+01	4.268210000E+04
4.900000000E+01	4.187080000E+04
5.000000000E+01	4.099600000E+04
5.100000000E+01	4.011400000E+04
5.200000000E+01	3.919820000E+04
5.300000000E+01	3.827210000E+04
5.400000000E+01	3.734550000E+04
5.500000000E+01	3.639150000E+04
5.600000000E+01	3.543090000E+04
5.700000000E+01	3.447340000E+04
5.800000000E+01	5.340320000E+04
5.900000000E+01	5.246870000E+04
6.000000000E+01	1.019120000E+05
6.100000000E+01	3.069840000E+04
6.200000000E+01	2.976470000E+04
6.300000000E+01	2.884300000E+04
6.400000000E+01	2.793040000E+04
6.500000000E+01	2.702190000E+04
6.600000000E+01	2.612160000E+04
6.700000000E+01	3.739310000E+04
6.800000000E+01	3.650920000E+04
6.900000000E+01	2.670120000E+04
7.000000000E+01	2.491230000E+04
7.100000000E+01	1.911200000E+04
7.200000000E+01	1.851540000E+04
7.300000000E+01	1.791170000E+04
7.400000000E+01	1.729720000E+04
7.500000000E+01	1.667760000E+04
7.600000000E+01	1.604810000E+04
7.700000000E+01	1.541540000E+04
7.800000000E+01	1.477010000E+04
7.900000000E+01	1.412930000E+04
8.000000000E+01	1.347470000E+04
8.100000000E+01	1.281780000E+04
8.200000000E+01	1.215870000E+04
8.300000000E+01	1.150620000E+04
8.400000000E+01	1.084180000E+04
8.500000000E+01	1.016890000E+04
8.600000000E+01	9.505160000E+03
8.700000000E+01	8.841520000E+03
8.800000000E+01	8.175770000E+03
8.900000000E+01	7.507030000E+03
9.000000000E+01	6.841210000E+03
9.100000000E+01	6.175550000E+03
9.200000000E+01	5.514560000E+03
9.300000000E+01	4.851890000E+03
9.400000000E+01	4.194280000E+03
9.500000000E+01	3.537610000E+03
9.600000000E+01	2.885390000E+03
9.700000000E+01	2.236840000E+03
9.800000000E+01	1.591860000E+03
9.900000000E+01	9.513090000E+02
1.000000000E+02	3.226390000E+02
1.010000000E+00	0.000000000E+00
