8.000	0.000
8.100	0.000
8.200	0.000
8.300	0.000
8.400	0.000
8.500	0.000
8.600	0.000
8.700	0.000
8.800	0.000
8.900	0.000
9.000	0.000
9.100	0.000
9.200	0.000
9.300	0.000
9.400	0.000
9.500	0.000
9.600	0.000
9.700	0.000
9.800	0.000
9.900	0.000
10.000	0.000
10.100	0.000
10.200	0.000
10.300	0.000
10.400	0.000
10.500	0.000
10.600	0.000
10.700	0.000
10.800	0.000
10.900	0.000
11.000	0.000
11.100	0.000
11.200	0.000
11.300	0.000
11.400	0.000
11.500	0.001
11.600	0.001
11.700	0.001
11.800	0.002
11.900	0.003
12.000	0.005
12.100	0.007
12.200	0.009
12.300	0.013
12.400	0.018
12.500	0.024
12.600	0.033
12.700	0.045
12.800	0.059
12.900	0.078
13.000	0.102
13.100	0.133
13.200	0.171
13.300	0.218
13.400	0.277
13.500	0.349
13.600	0.437
13.700	0.543
13.800	0.671
13.900	0.824
14.000	1.006
14.100	1.222
14.200	1.475
14.300	1.772
14.400	2.118
14.500	2.519
14.600	2.982
14.700	3.514
14.800	4.123
14.900	4.816
15.000	5.603
15.100	6.493
15.200	7.494
15.300	8.617
15.400	9.873
15.500	11.272
15.600	12.826
15.700	14.545
15.800	16.442
15.900	18.529
16.000	20.818
16.100	23.322
16.200	26.053
16.300	29.023
16.400	32.246
16.500	35.735
16.600	39.501
16.700	43.558
16.800	47.918
16.900	52.593
17.000	57.595
17.100	62.936
17.200	68.627
17.300	74.679
17.400	81.103
17.500	87.909
17.600	95.107
17.700	102.705
17.800	110.713
17.900	119.137
18.000	127.987
18.100	137.268
18.200	146.987
18.300	157.149
18.400	167.758
18.500	178.820
18.600	190.338
18.700	202.313
18.800	214.749
18.900	227.647
19.000	241.006
19.100	254.828
19.200	269.112
19.300	283.855
19.400	299.056
19.500	314.713
19.600	330.821
19.700	347.377
19.800	364.377
19.900	381.814
20.000	399.683
20.100	417.979
20.200	436.693
20.300	455.819
20.400	475.348
20.500	495.274
20.600	515.586
20.700	536.275
20.800	557.333
20.900	578.749
21.000	600.513
21.100	622.615
21.200	645.044
21.300	667.788
21.400	690.837
21.500	714.179
21.600	737.802
21.700	761.695
21.800	785.845
21.900	810.241
22.000	834.871
22.100	859.721
22.200	884.781
22.300	910.036
22.400	935.476
22.500	961.088
22.600	986.860
22.700	1012.778
22.800	1038.832
22.900	1065.009
23.000	1091.297
23.100	1117.683
23.200	1144.157
23.300	1170.706
23.400	1197.318
23.500	1223.983
23.600	1250.689
23.700	1277.425
23.800	1304.179
23.900	1330.942
24.000	1357.702
24.100	1384.449
24.200	1411.174
24.300	1437.865
24.400	1464.513
24.500	1491.109
24.600	1517.643
24.700	1544.106
24.800	1570.489
24.900	1596.784
25.000	1622.982
25.100	1649.075
25.200	1675.054
25.300	1700.913
25.400	1726.643
25.500	1752.237
25.600	1777.688
25.700	1802.990
25.800	1828.136
25.900	1853.118
26.000	1877.932
26.100	1902.571
26.200	1927.030
26.300	1951.303
26.400	1975.384
26.500	1999.269
26.600	2022.953
26.700	2046.431
26.800	2069.699
26.900	2092.752
27.000	2115.586
27.100	2138.199
27.200	2160.585
27.300	2182.741
27.400	2204.665
27.500	2226.353
27.600	2247.802
27.700	2269.010
27.800	2289.973
27.900	2310.690
28.000	2331.158
28.100	2351.375
28.200	2371.340
28.300	2391.049
28.400	2410.503
28.500	2429.699
28.600	2448.635
28.700	2467.311
28.800	2485.726
28.900	2503.879
29.000	2521.768
29.100	2539.393
29.200	2556.754
29.300	2573.849
29.400	2590.679
29.500	2607.244
29.600	2623.543
29.700	2639.575
29.800	2655.342
29.900	2670.843
30.000	2686.079
30.100	2701.049
30.200	2715.754
30.300	2730.195
30.400	2744.372
30.500	2758.286
30.600	2771.937
30.700	2785.327
30.800	2798.455
30.900	2811.323
31.000	2823.932
31.100	2836.283
31.200	2848.377
31.300	2860.215
31.400	2871.798
31.500	2883.127
31.600	2894.205
31.700	2905.031
31.800	2915.607
31.900	2925.935
32.000	2936.017
32.100	2945.853
32.200	2955.445
32.300	2964.795
32.400	2973.904
32.500	2982.774
32.600	2991.407
32.700	2999.804
32.800	3007.966
32.900	3015.896
33.000	3023.596
33.100	3031.066
33.200	3038.309
33.300	3045.327
33.400	3052.121
33.500	3058.693
33.600	3065.046
33.700	3071.180
33.800	3077.098
33.900	3082.801
34.000	3088.292
